	Zg16	Muc2	Clca1	Lypd8	Sprr2a2	mt-Co2	Igkc	Plac8	Tff3	mt-Co1	S100a6	Mptx1	Fcgbp	Hbb-bs	Actb	Dmbt1	Muc3	Saa1	mt-Cytb	mt-Atp6	Krt8	Spink1	Reg4	mt-Nd1	Igha	Txn1	Muc13	mt-Nd4	Tspan1	mt-Nd2	mt-Co3	Tpt1	Krt20	Prdx6	Spink4	B2m	Ly6a	Ceacam1	Jchain	Agr2	Sval1	Hbb-bt	Ptma	Lgals3	Actg1	Hba-a2	Slc25a5	Car4	Ppia	Rps23	mt-Nd3	Tmsb4x	Rpl23	Eef1a1	H2-Aa	Reg3b	Rack1	Rpl27a	Scd2	Rps24	Ccl6	Rps21	Reg3g	Cox8a	Guca2a	Cox7c	Ly6e	Atp1b1	Plet1	Calr	1810065E05Rik	Rplp0	Dstn	Slc26a3	Calm1	Rpl41	Rps14	Rpl10a	Oit1	Itm2b	Tgm3	Hspa5	Lgals4	Aqp8	Hsd11b2	Aqp4	Crip1	Rps3a1	Rpl15	Cox6a1	Rpl30	Rps20	Rps7	Mgat4c	Rpl39	Gm10053	Gm29123	Slpi	Ifit1bl1	Rps27a	Cox5a	mt-Nd5	Eif2s2	Rps16	Tspan8	Rps3	Arf1	Rpl18a	Tm9sf2	Gpa33	Myl6	Chchd2	Rps9	Car1	Cox4i1	Rpl17	Tgoln1	Tmbim6	Gapdh	Rpl31	Gfpt1	Rpl7	Atp5g3	Rpl35a	Rps29	Slc25a3	Cox6b1	Slc26a2	Rpl13a	Atp5a1	Rps13	Wdr24	Hsp90ab1	Gzma	Rpl28	Actn4	H2-Eb1	Rps11	Gm20594	Atp1a1	Srsf1	Uqcrb	Tmem59	Rpl37a	Retnlb	Prdx1	Ezr	Mxd1	Cd9	Sectm1b	Serinc3	Rpl37	Gm8797	Rpl5	Ces2c	Cdh1	Clca3b	Gnas	Manf	Klf4	Smim14	Rps26	Rpl12	Rps25	Eef1b2	Maoa	Rfk	Rpl4	Ubc	Cdh17	Fos	Fth1	Spint2	Clec2h	Hmgb2	Rps19	Jun	Serf2	Gng5	Sycn	H3f3a	Cldn7	Rpl7a	Dynll1	Tmem86a	Pls1	Hk2	Hint1	Rps28	Nfatc2	Rps17	Cdkn1a	P4hb	Cd63	Rpl6	Sec61b	Ccnd2	Cox6c	Ldha	Tm9sf3	Krt19	Rpl10	Tubb5	Adh1	Hspa8	H3f3b	Tagln2	Gm11808	Pigr	Tmed2	Upp1	2200002D01Rik	Gm17541	Rps18	Pabpc1	Cs	Rep15	Id1	Rps8	Pdia6	Ybx1	Atp5g1	Mgst3	Xist	Vdac2	Hmgb1	Fabp6	Rplp1	Slc10a7	Myl12b	Rpn1	Prr13	Klk1	Rps4x	Slc44a4	S100a10	Atp5l	Rps6	Tpd52	Txndc5	Cystm1	Ccl5	Pfn1	Snrpf	Calm2	Rpl14	Clca4b	Hdgf	Cd74	Rps15a	Ceacam10	H2-Ab1	Tm4sf20	Hsp90b1	Cdhr5	Gm9844	Cmpk1	Rpl13	Aldh2	Ctnnd1	Prss32	Clic1	Tmed10	Rpl19	Aco2	Serp1	Set	Actr3	Cd177	Ggh	Bcas1	Slc12a2	Ywhaz	Ckmt1	Iqgap2	Fut2	Ahnak	Rnf31	Tmprss2	Ms4a8a	Spcs2	Duox2	Rrbp1	Cd164	Pcbp2	Rpl22	Gsdmc4	Cox7a2	Anxa2	Btf3	Chp1	Rpsa	Cox5b	Dmxl1	Car2	Sri	Mdh1	Pdlim1	Atp5c1	Ctsb	Wbp5	Sec61g	Hmgcs1	Dbi	Ptp4a1	Cd24a	Eef1g	Cox7b	Uqcr10	Fxyd3	Uqcrq	Atp5b	Gprc5a	Slc13a2	Ywhab	Slc6a8	Myh14	Mboat1	Lars2	Serpinb1a	Rac1	Galnt7	Gmds	S100a11	Emp1	Dsg2	Rbm47	Serpinb6a	Ucp2	Arf4	Tuba1b	Nov	Rps5	St6galnac6	Gpx2	S100a16	Gcnt3	Cd38	Atp5j	Gnb1	Ndufa4	Atp5g2	2210407C18Rik	Arpc2	Rpl36a	Ndufb8	Ctnnb1	Ywhae	Lrrc58	Sppl2a	Uqcrh	Tapbp	Sec61a1	Glul	Apol10a	Rpl26	Rnf128	Atp5f1	Smpdl3a	Golm1	Qsox1	Mcl1	Pkn2	Pmp22	Creb3l1	Gsn	Tkt	Sqrdl	Parm1	Ostc	Sypl	Rps10	Hepacam2	Capzb	Eif4g2	Hnrnpab	Lama4	Eif1	Hnrnpf	Id3	Rpl8	Pcbp1	Ces2e	Rab1a	Rpl38	Krt18	Klf6	Atp5j2	2010107E04Rik	Zfp644	Ybx3	Mrfap1	B3gnt7	Slc5a8	Hoxb13	Shisa5	Tram1	Npm1	Cldn3	Arl1	Suclg1	St3gal4	Lasp1	Prdx5	Uba1	Pold4	Npc2	Gda	Oaz1	Ethe1	Ndufa2	Ywhaq	Slc6a14	Aes	Tax1bp1	Eef2	Pdia3	Cib1	Lurap1l	Ddost	Ndufa6	Cdc42	Nans	Cpd	Dlk1	Atp6ap2	Arf6	Rab2a	Serbp1	S100a14	Usmg5	Elf3	Hnrnpa2b1	Eif5a	Gna11	Stard10	Hnrnpa3	Deptor	Arpc3	Zfp36	Hsp90aa1	Clcn2	Ctss	Atp12a	Gm4262	Gabarap	Slc35c1	Uqcrc2	Msmo1	Ido1	Slc4a7	Rpl34	Psap	Rpl32	Chmp4b	Gsto1	Cyp4f14	Slc39a4	Txnip	Naca	Eif3c	Suclg2	Ahcyl2	Hnf4a	Rhoc	Ddx5	Rplp2	Aph1a	Tomm7	Tmem45b	Cycs	Sult1b1	Clic5	Atp5k	Ptms	Mgat4b	Cttn	Arpc1b	Atp5o	Arpc5	Higd2a	Fuca1	Misp	Rpl21	Chek1	Nudt4	Lamp1	Lima1	Scin	Rpl3	Pla2g10	Efhd2	Capns1	Il13ra1	Pkm	Psma3	Ildr1	Csnk1a1	C1galt1	Gm1123
tmouse_  11	21	6	4	18	7	97	0	15	4	81	25	0	0	0	48	90	2	3	65	64	27	2	1	40	0	29	9	68	8	54	37	68	0	5	0	34	2	10	0	3	0	0	62	4	25	0	20	0	62	45	23	14	37	58	8	0	54	62	3	30	0	41	0	29	1	24	2	14	5	23	0	54	9	1	19	36	37	44	5	3	0	7	14	0	2	5	6	21	48	14	23	22	34	1	26	7	1	1	0	29	19	18	6	46	7	30	18	39	5	4	17	16	29	1	15	34	5	13	20	27	4	28	20	21	29	10	8	7	39	30	32	20	37	1	29	6	25	28	3	11	2	7	4	21	0	23	6	0	4	0	13	15	12	25	0	8	20	16	3	3	3	17	27	19	13	1	3	20	6	1	0	8	4	0	1	20	1	14	5	1	17	2	18	4	2	7	5	5	20	10	31	0	9	8	20	4	6	7	4	4	11	18	4	16	18	11	6	18	8	17	1	0	20	15	16	11	0	1	28	7	22	11	1	11	7	14	1	10	8	5	6	3	0	13	2	4	11	19	4	3	9	0	6	16	7	12	0	9	20	8	8	6	6	14	1	6	4	9	3	3	0	5	7	15	5	8	8	2	8	1	0	12	7	2	1	1	2	22	3	1	5	5	3	7	17	16	1	5	2	13	0	18	9	13	2	7	7	9	9	7	5	7	0	8	5	2	16	11	9	4	9	16	0	0	5	0	0	2	1	3	4	0	7	6	0	4	3	4	11	4	5	0	18	4	6	3	0	2	8	8	13	16	2	7	16	8	4	9	9	1	6	1	6	6	0	17	1	9	1	3	0	4	1	0	2	0	4	1	3	5	4	16	0	6	6	15	0	7	8	2	14	4	0	3	7	8	1	7	11	0	6	5	0	3	2	1	2	10	2	1	13	1	2	2	13	0	1	0	13	0	8	2	1	5	8	13	10	6	1	6	7	4	9	2	0	1	1	5	14	0	1	10	14	7	6	5	13	9	6	0	5	1	1	0	16	0	3	7	1	0	5	13	9	14	2	7	0	0	2	10	16	2	5	3	0	2	11	1	11	0	3	0	0	6	10	5	1	5	6	3	6	5	1	15	6	1	4	2	0	15	0	2	2	0	0	7	4	2	1	0
tmouse_  12	6	1	3	286	154	110	0	166	1	80	99	0	2	0	172	87	106	14	66	43	124	3	0	72	0	85	42	53	45	49	42	59	100	31	1	63	56	5	0	3	0	0	2	65	52	0	57	20	38	21	28	36	25	23	39	0	13	13	11	32	1	19	0	40	43	48	20	44	33	11	41	20	26	35	50	19	16	13	9	37	1	1	29	14	7	23	10	10	9	24	11	9	13	18	11	31	32	0	21	14	28	25	27	6	25	11	20	13	15	23	33	40	3	16	19	6	18	28	52	14	5	6	23	1	17	23	33	9	7	23	10	14	8	0	7	20	18	21	10	29	16	28	14	11	0	16	23	15	23	13	4	5	12	5	11	19	8	19	0	16	1	9	1	11	11	14	29	6	21	18	2	11	18	6	0	8	0	14	16	8	18	14	5	22	11	16	16	17	19	7	2	15	5	21	8	7	1	14	33	6	24	9	0	2	9	10	11	18	7	3	27	17	6	9	4	13	0	0	7	5	11	17	20	1	24	1	0	4	13	28	2	9	0	2	21	6	15	4	7	0	13	0	11	2	7	2	0	0	7	3	0	15	2	1	8	12	7	1	9	24	10	6	7	12	16	3	1	16	1	11	1	0	16	9	11	3	13	4	8	11	3	3	11	1	3	3	0	8	16	5	10	3	19	6	4	19	19	13	17	13	0	7	8	16	12	0	3	15	7	0	16	9	13	13	13	9	8	9	11	11	9	2	12	2	5	8	6	26	15	7	1	0	4	10	0	7	1	6	8	12	5	3	3	11	5	10	12	7	14	12	5	16	2	15	10	3	5	11	12	5	0	11	2	9	1	4	11	13	5	1	3	6	0	12	6	1	0	6	7	1	3	4	4	5	6	0	5	14	8	0	1	10	1	4	10	6	1	1	6	7	2	4	7	16	9	0	10	6	6	12	3	2	5	9	3	6	3	10	5	5	21	7	0	4	0	2	11	9	1	7	13	7	2	3	5	6	2	6	7	0	1	6	3	0	1	11	5	10	2	1	4	2	9	4	3	10	24	7	6	2	2	9	7	10	7	3	8	12	8	9	10	4	1	7	4	2	7	1	6	8	13	5	12	7	7	8	2	7	1	1	7	12	3	1	20	12	9	8	2	0
tmouse_  13	15	8	3	268	315	144	1	130	1	158	104	1	0	0	118	75	63	304	100	61	120	5	1	106	0	75	118	85	71	70	58	40	60	116	2	49	94	36	0	0	0	0	0	32	50	0	43	52	3	10	50	9	5	4	36	0	8	1	5	5	6	6	0	42	1	50	6	42	10	22	15	3	23	49	35	12	7	1	14	25	81	6	33	43	4	1	57	3	7	45	5	6	6	10	1	30	59	0	12	1	28	20	32	2	17	2	14	9	9	16	29	20	5	10	34	4	10	15	20	3	14	3	30	4	8	30	20	17	3	11	3	3	3	0	4	10	20	2	6	7	19	20	12	6	0	6	15	16	14	12	3	4	7	2	14	12	0	8	4	9	5	5	1	3	4	9	22	0	14	13	1	27	11	31	0	2	0	22	9	0	4	24	3	9	11	10	23	5	1	0	3	15	5	10	2	7	0	19	6	1	10	11	1	6	8	1	5	14	18	1	16	23	6	1	2	16	2	7	0	0	6	12	21	1	6	0	0	6	14	7	4	9	1	2	14	13	11	2	7	0	9	0	7	0	8	0	19	3	15	4	0	14	13	4	15	1	5	0	14	12	10	7	2	4	4	5	0	5	0	9	0	0	8	21	6	1	7	3	5	14	3	7	7	3	4	1	4	13	6	7	13	1	10	1	5	3	17	11	6	8	0	3	5	13	10	1	2	7	5	1	7	9	2	8	4	18	10	10	7	21	10	1	7	0	0	4	2	5	4	3	0	0	3	12	0	7	1	22	7	8	1	2	0	10	1	10	8	1	14	7	12	2	2	1	0	3	9	6	7	3	0	18	1	6	1	2	2	8	7	2	0	1	1	6	8	6	0	5	1	3	1	2	12	4	2	3	4	11	7	1	1	4	8	3	23	2	0	0	7	8	5	5	9	13	6	0	7	11	2	8	10	1	4	5	12	0	3	5	4	2	9	7	1	1	0	2	8	2	0	3	3	4	1	3	6	2	0	3	2	2	1	3	7	9	0	2	2	4	8	0	0	1	2	1	7	9	2	9	5	1	3	1	5	8	7	2	2	4	6	17	9	11	5	11	2	1	8	1	6	4	8	3	11	1	5	4	3	5	1	1	3	7	1	2	5	1	2	6	1	0
tmouse_  14	194	212	27	114	103	116	0	76	17	93	90	1	12	0	97	25	33	1	79	68	115	5	4	67	0	61	29	37	43	48	35	47	30	12	20	52	48	64	0	60	3	0	8	32	46	0	26	0	23	11	30	35	24	21	7	4	19	19	14	28	18	20	8	28	19	8	51	23	15	25	16	18	17	5	18	12	16	11	23	10	0	18	16	3	10	11	12	9	13	11	5	16	9	30	13	14	22	2	7	6	14	12	16	14	24	7	8	14	26	23	19	17	10	13	10	8	31	17	26	17	22	5	21	9	19	11	17	4	2	16	13	8	8	0	4	13	6	4	8	16	9	9	11	9	0	20	13	7	4	3	10	15	15	6	2	13	12	11	10	17	7	14	5	5	6	9	8	4	18	8	4	12	16	1	1	9	1	16	10	5	10	7	3	19	1	11	6	9	7	6	16	8	12	7	7	12	3	12	16	11	8	8	1	4	6	11	9	14	8	8	4	10	5	4	6	6	5	12	2	5	7	21	9	8	9	7	0	5	9	9	7	4	7	1	9	8	8	4	8	5	7	0	7	3	3	3	5	6	8	4	9	2	1	9	13	13	7	6	6	18	6	16	8	3	9	6	4	14	4	5	7	3	10	4	4	7	3	4	9	6	8	5	12	6	3	7	2	6	9	5	2	3	4	3	3	17	4	6	11	7	2	3	7	7	5	0	7	8	5	6	6	10	4	4	12	0	5	7	3	10	8	2	11	15	2	7	7	5	10	5	0	7	3	5	0	6	4	5	11	10	2	4	0	13	3	6	8	6	14	8	12	4	5	12	5	5	5	10	1	7	3	2	1	4	2	5	7	10	8	7	5	3	4	4	2	3	1	7	2	5	9	8	1	5	4	9	11	3	5	2	4	6	2	1	5	12	6	1	4	1	5	9	7	7	9	0	2	3	9	11	7	3	1	8	8	7	6	7	5	10	8	1	10	4	0	1	6	10	6	2	4	5	5	4	4	5	4	4	3	0	4	2	6	0	3	1	6	4	4	0	5	3	7	4	4	2	0	0	1	3	5	1	3	5	4	2	2	8	4	6	4	7	1	5	1	5	7	9	2	7	3	11	11	2	6	1	4	7	6	5	10	1	6	5	5	4	6	5	4	7
tmouse_  15	788	327	277	140	37	151	0	48	92	91	119	4	91	0	75	48	46	45	91	84	103	34	1	115	0	82	49	76	55	64	54	25	40	18	13	28	11	105	0	19	33	0	2	34	39	0	35	1	15	7	53	16	5	3	8	0	3	7	4	10	10	16	0	36	19	24	11	25	6	33	12	5	15	6	20	16	2	4	6	28	5	12	17	0	34	16	17	4	4	20	3	3	4	27	3	15	5	1	8	0	17	26	14	3	15	6	25	6	29	16	12	18	6	4	24	5	16	25	19	4	14	0	11	3	13	16	14	8	1	11	4	1	4	0	2	19	3	6	19	19	20	19	18	3	19	7	19	28	9	3	11	1	11	1	4	15	1	12	11	24	3	0	0	5	2	8	4	2	4	13	4	5	7	4	0	6	0	7	7	8	8	11	2	7	9	14	8	11	2	2	2	12	9	14	2	10	0	13	11	17	13	4	0	1	2	9	14	6	8	8	7	4	5	0	3	12	16	10	2	10	5	4	11	7	16	2	0	3	3	7	6	6	11	3	5	10	12	1	8	0	4	0	2	1	5	3	0	0	6	1	3	3	0	1	11	8	7	1	11	9	13	18	12	3	7	3	0	15	3	7	6	1	9	8	14	7	9	1	7	10	7	2	8	13	1	0	4	6	8	3	3	2	6	0	2	10	17	7	4	1	0	10	4	6	9	0	2	8	7	11	13	6	4	4	5	3	5	11	19	12	5	14	1	4	12	7	3	3	4	7	0	3	1	5	0	14	12	3	4	3	7	4	4	8	1	5	10	4	5	12	3	13	14	2	5	1	9	3	1	12	6	8	0	5	4	4	4	10	10	1	2	0	5	3	3	1	9	4	3	6	0	2	3	4	1	11	4	6	8	5	2	3	2	5	3	2	4	0	7	3	5	5	0	7	4	0	4	1	6	8	4	2	1	5	1	0	10	5	7	3	2	5	2	12	0	13	9	5	1	6	4	3	1	3	4	2	0	1	5	0	1	6	2	0	1	3	1	9	5	0	11	2	0	1	4	0	3	3	8	1	2	8	4	9	0	4	2	3	5	10	3	6	3	5	0	4	1	5	2	5	2	4	8	0	4	2	6	9	4	1	7	4	4	15	1	1	2	2	7	4
tmouse_  16	8	4	4	19	5	108	0	11	1	87	28	1	0	2	36	133	1	1	124	92	26	0	1	69	0	26	24	69	11	71	63	83	0	3	0	32	7	18	0	2	1	0	82	4	28	0	26	1	74	74	26	19	56	64	23	26	48	56	13	67	0	61	43	13	0	18	13	14	10	18	2	49	7	1	3	22	38	50	6	11	0	5	9	0	2	9	6	48	59	23	49	59	35	1	39	12	2	0	0	31	10	27	5	38	16	44	7	40	3	10	6	30	41	0	15	31	1	8	10	17	3	39	33	51	31	10	11	3	42	20	24	33	40	0	35	5	22	29	6	10	8	6	12	32	0	26	5	1	3	0	10	31	38	32	0	5	17	15	7	1	1	30	23	21	17	2	4	28	11	5	0	14	7	0	16	28	0	14	6	10	19	18	17	10	16	2	2	12	26	19	32	1	10	9	28	7	1	13	10	10	7	23	31	21	23	27	5	20	14	5	1	1	28	21	12	5	0	2	14	8	24	17	3	4	9	21	0	15	1	8	11	1	0	20	1	4	12	25	5	4	4	0	4	7	15	29	0	21	16	17	12	8	8	9	0	7	1	27	0	5	8	6	8	17	9	8	19	4	6	0	0	17	6	1	1	2	0	12	1	1	7	4	5	4	14	12	1	4	2	8	2	22	13	14	11	6	11	9	16	4	8	5	1	11	3	2	14	15	14	2	12	10	1	0	5	0	1	0	9	3	4	3	6	6	0	2	5	9	7	4	32	0	19	1	16	3	1	4	9	5	6	14	2	6	13	12	6	6	1	3	11	0	6	4	2	17	1	9	4	8	1	2	1	0	1	0	8	1	4	1	2	9	0	8	12	21	0	12	16	0	14	7	0	1	9	0	1	6	8	0	10	11	0	3	1	1	4	13	1	3	10	0	1	0	5	0	7	0	9	3	11	7	0	3	2	9	2	4	1	5	2	3	4	1	0	2	5	5	14	0	4	4	11	3	1	2	12	4	4	0	22	0	2	1	5	7	1	9	0	0	1	16	4	6	4	6	0	3	1	13	12	4	2	1	1	9	14	4	8	3	4	3	0	8	7	0	2	8	5	3	0	3	4	9	5	0	10	2	0	11	1	2	3	0	0	6	3	5	1	0
tmouse_  17	19	699	22	20	1	35	0	1	6	46	31	2	14	0	19	0	2	1	23	43	4	1	3	20	0	40	18	26	34	21	29	101	2	0	126	97	3	14	0	63	8	0	9	0	20	0	17	0	15	33	19	8	31	44	5	0	23	25	24	29	32	34	1	21	4	10	11	6	16	27	0	26	6	0	11	36	29	28	72	6	0	18	12	0	2	0	2	19	30	13	18	19	18	0	22	5	1	0	0	26	7	6	5	19	13	14	19	16	15	2	6	7	13	0	15	19	39	27	3	20	27	17	12	19	28	4	15	3	23	4	22	16	2	0	15	2	2	19	3	6	3	10	16	12	21	17	3	0	6	0	19	16	22	15	1	2	5	7	7	0	30	14	14	15	16	0	2	13	7	2	10	13	20	0	2	5	9	14	7	1	9	5	16	7	1	0	1	8	17	12	14	0	13	29	10	21	1	10	2	13	2	21	1	5	2	7	4	16	7	23	0	0	9	11	6	3	6	0	5	18	9	3	2	9	4	4	0	28	21	2	12	2	18	7	8	1	6	6	19	21	2	0	2	1	7	9	0	1	5	14	21	5	1	10	5	15	14	6	3	0	8	4	8	10	3	9	2	5	23	0	1	10	2	3	1	5	0	7	5	1	10	4	15	7	3	5	0	2	1	6	1	10	2	6	1	7	4	2	3	2	14	9	2	9	5	31	4	5	7	22	6	5	1	0	2	1	3	0	2	0	4	15	14	9	0	5	8	4	12	14	0	13	4	18	9	3	2	1	10	3	6	7	0	3	6	3	1	5	2	9	7	1	5	6	1	12	1	6	0	10	8	2	1	0	20	6	0	1	2	8	7	9	3	1	11	2	0	4	8	0	6	6	0	8	10	2	1	2	3	0	4	5	23	1	5	2	4	5	4	2	6	4	4	0	3	0	7	0	8	3	2	7	0	7	8	7	8	8	1	6	2	3	9	11	17	20	2	7	2	0	2	4	1	1	4	16	3	6	2	11	3	0	1	0	10	6	12	1	1	0	0	9	2	4	4	1	0	1	5	7	1	1	1	1	0	5	3	2	7	0	0	0	0	2	3	4	3	3	1	6	6	1	0	7	2	1	6	2	0	2	2	3	5	0	0	3	1	6	11	7
tmouse_  18	7	3	4	73	22	228	0	34	4	170	62	1	0	0	36	81	73	1	170	201	70	1	0	94	0	44	41	103	37	76	84	41	14	15	0	33	16	15	0	3	0	0	7	35	54	0	32	0	23	33	39	17	18	29	28	0	16	19	45	23	0	33	0	17	13	22	15	30	6	11	5	27	17	10	24	15	19	18	18	15	0	14	22	0	2	33	17	11	17	32	17	26	8	23	16	10	11	0	0	11	23	18	4	28	13	10	9	28	13	12	18	12	17	20	25	18	15	10	15	18	9	13	32	17	22	26	6	17	20	16	15	13	10	0	17	7	16	25	2	17	8	18	11	10	0	10	4	5	10	0	7	15	13	16	2	11	8	9	6	2	2	9	9	15	12	4	2	6	7	11	9	16	9	2	3	9	1	11	11	0	8	15	15	7	0	6	0	22	10	7	13	1	10	16	10	5	6	14	10	10	14	12	1	11	13	10	5	11	14	9	4	5	14	10	7	2	0	17	5	2	12	8	9	9	7	2	0	11	8	12	6	4	0	8	5	9	7	7	0	2	6	0	6	1	4	5	0	1	18	6	6	7	3	7	6	12	5	9	6	1	9	2	4	8	8	6	3	1	4	7	0	3	4	12	1	2	8	6	17	10	1	1	9	4	3	11	12	10	3	8	3	3	8	9	6	12	15	1	6	15	0	4	4	7	8	0	7	9	6	2	6	12	1	2	3	4	0	4	8	7	9	3	10	5	0	1	7	4	6	2	1	0	12	1	1	2	0	9	4	3	9	10	0	3	5	11	3	7	7	4	8	5	8	2	6	9	1	5	3	6	3	6	1	0	2	5	6	4	2	2	1	11	0	6	4	2	0	5	2	18	9	2	0	6	6	3	1	8	8	0	4	1	6	7	2	1	5	1	6	2	4	5	5	2	6	0	9	1	3	5	7	2	5	10	5	6	1	3	6	6	9	2	2	2	0	1	7	4	3	3	3	5	1	4	10	2	0	6	2	1	1	2	4	0	4	2	1	5	4	0	3	3	10	7	6	7	3	4	2	2	9	1	5	5	2	10	4	4	5	4	6	10	0	7	2	7	6	4	8	4	6	4	5	5	11	7	9	10	0	11	1	2	5	0	10	0	6	7	3	0
tmouse_  19	937	436	474	424	296	63	0	132	97	47	192	0	77	0	99	52	76	83	35	33	97	72	0	19	0	94	121	24	70	13	43	45	46	77	33	113	45	71	0	18	36	0	2	75	43	0	46	2	6	5	5	25	7	2	49	0	5	6	5	11	21	7	0	34	3	30	35	33	14	20	7	16	30	44	16	16	4	7	10	49	25	10	43	20	14	0	40	2	5	30	3	8	4	0	8	16	22	11	12	2	14	13	20	1	19	3	18	3	35	25	17	12	5	33	7	4	21	17	18	7	16	5	4	1	5	12	12	16	0	8	1	0	1	0	4	16	10	6	10	9	30	9	28	1	10	8	26	20	20	27	3	2	17	1	20	17	2	14	5	16	3	3	2	3	2	1	16	1	17	30	9	8	14	23	0	1	1	9	21	0	8	12	5	16	14	18	3	16	3	1	2	20	20	15	1	1	1	10	10	7	7	4	2	7	5	14	23	1	6	7	16	10	3	1	5	12	11	20	1	6	6	3	8	2	7	1	0	1	9	17	1	10	4	3	16	8	12	1	7	2	14	0	9	0	1	0	13	3	13	0	10	20	7	2	5	7	2	2	19	4	21	18	11	2	5	3	2	8	14	13	15	0	4	9	7	4	17	1	18	11	3	11	6	18	3	3	1	8	16	7	6	0	3	1	6	8	3	15	2	10	0	6	3	1	4	1	1	5	3	6	5	8	17	4	10	14	4	4	4	10	7	2	10	7	1	12	9	4	7	5	0	0	1	5	0	15	3	5	3	11	0	3	23	8	3	5	3	2	9	6	5	10	5	4	5	3	8	3	7	7	11	11	0	7	0	10	2	15	13	1	2	2	4	15	4	1	9	13	1	1	3	1	7	1	1	5	4	5	5	7	1	6	4	1	7	16	2	1	9	5	2	8	6	4	2	0	10	5	3	4	4	3	2	5	6	1	3	6	6	4	7	4	1	8	0	0	4	3	1	23	4	4	4	4	4	5	1	1	7	0	2	0	6	13	0	3	4	7	7	27	5	0	8	0	6	6	2	14	1	2	1	1	2	6	12	2	0	2	4	9	5	3	5	4	1	3	5	6	4	2	2	8	2	2	4	4	3	5	2	1	9	2	5	7	4	1	4	5	3	2
tmouse_  20	19	57	3	18	6	111	0	8	11	99	59	74	5	0	29	30	35	3	114	80	51	2	101	64	0	35	25	71	29	51	68	58	1	3	53	29	8	7	0	32	22	0	37	8	38	0	37	0	52	38	22	9	43	33	20	0	40	34	54	39	32	22	0	31	3	31	41	16	1	36	1	29	13	0	7	12	23	33	21	16	1	33	27	0	18	0	12	39	34	28	32	33	30	1	20	22	3	1	0	26	19	12	7	30	18	24	18	20	13	4	12	12	22	0	21	17	9	21	20	25	14	18	15	24	21	20	18	3	22	15	25	23	11	0	30	5	23	29	1	10	12	4	13	22	4	16	7	0	15	1	32	18	21	17	1	14	1	33	20	4	10	11	23	13	9	4	4	18	14	5	7	8	9	0	6	16	0	16	6	1	10	14	16	16	1	1	2	23	16	15	20	2	15	9	15	9	14	15	8	8	9	22	7	17	14	13	12	12	12	4	2	2	12	17	12	4	3	1	16	16	12	14	3	7	6	15	0	21	8	3	14	2	6	20	3	5	11	16	16	7	2	1	9	12	3	7	0	7	10	9	7	12	0	16	4	6	8	18	2	11	9	5	6	9	11	4	7	6	6	1	0	14	11	4	3	4	4	12	8	2	10	4	4	9	14	8	1	10	8	8	3	13	6	13	10	2	6	9	11	5	5	8	10	10	3	5	10	4	10	2	11	9	0	0	8	1	0	0	1	2	5	6	17	10	0	5	5	2	2	8	13	0	7	1	8	7	3	2	11	4	7	9	3	5	9	9	7	11	3	1	3	8	10	4	1	8	4	6	2	11	5	4	0	0	8	3	8	3	7	11	8	3	7	4	6	10	0	11	5	1	9	5	0	11	6	5	3	9	5	0	13	14	10	0	12	4	6	5	6	5	11	0	6	2	7	0	2	2	6	1	3	11	2	3	8	5	9	6	1	6	6	7	7	5	0	14	4	6	7	3	3	2	5	10	0	6	12	10	9	1	2	1	3	0	8	5	7	8	9	0	1	7	4	5	8	6	0	4	2	9	10	11	1	5	0	4	9	3	5	7	7	0	0	5	12	7	1	5	7	8	5	7	3	9	3	2	3	7	1	6	3	3	5	0	1	12	3	6	9	5
